SAMPAGUITA ST;;RR;225.00;
SAMPALOC ST;;RR;215.00;
U CRUZ ST;;RR;225.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;MAHARLIKA VILLAGE;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
MAHARLIKA VIL;ALL STREETS;RR(GOVERNMENT RESERVATION);310.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;NAPINDAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
AGRICL LAND;;A;42.00;
BALAGTAS ST;;RR;125.00;
IBAYO NAPINDAN;;RR;110.00;
L LABAO ST;;RR;125.00;
O C ROAD;;I;155.00;
PABLO LUCAS;;RR;110.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;PALINGON;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
A NATIVIDAD ST;;RR;195.00;
AGRICL LAND;;A;42.00;
BANTAYAN ROAD;;RR;155.00;
BARANGAY ROAD;;RR;155.00;
COL ESTACIO STREET;;RR;155.00;
LICOD PALINGON;;RR;155.00;
PANDAY PALINGON;;RR;155.00;
SCHOOL ROAD;;RR;155.00;
TARTARIA;;RR;140.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SIGNAL VILLAGE;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
SIGNAL VILLAGE;ALL STREETS;RR(GOVERNMENT RESERVATION);165.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTA ANA;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
A BONIFACIO STREET;;RR;200.00;
ANIE ST;;RR;110.00;
BARANGAY ROAD;;RR;140.00;
D M CRUZ EXT;;RR;140.00;
D M CRUZ ST;;RR;140.00;
F MANALO ST;;RR;200.00;
IBAYO;;RR;130.00;
J P RIZAL ST;;RR;190.00;
LIWAYWAY ST;;RR;200.00;
PINAGSALUBUNGAN;;RR;200.00;
PRUDENCE ROAD;;RR;200.00;
PULONG KONDI;;RR;115.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;TUKTUKAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
A MABINI ST;;RR;225.00;
GEN LUNA ST;;RR;285.00;
J P RIZAL ST;;RR;225.00;
T D VILLAGE;T D VILLAGE;RR;310.00;
TAGIG PATEROS;;RR;200.00;
VERZOSA ST;;RR;310.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;UPPER BICUTAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
GEN SANTOS AVE;;RR;310.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;USUSAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
AGRICL LAND;;A;42.00;
BONAL ST;;RR;165.00;
DR J P RIZAL ST;;RR;180.00;
GEN LUNA ST;;CR;330.00;
IBAYO USUSAN;;RR;165.00;
KALAYAAN ST;;RR;200.00;
M H DEL PILAR;;RR;200.00;
P GOMEZ ST;;RR;200.00;
SAN IGNACIO ST;;RR;165.00;
TAGIG-PATEROS;;RR;185.00;
TOMASA EST SUBD;TOMASA EST SUBD;RR;310.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;WAWA;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
BAY BREEZE SUBD;;RR;455.00;
GUERRERO ST;;RR;185.00;
JONES ST;;RR;185.00;
PRES M L QUEZON ST.;;RR;225.00;
PUWANG;;RR;155.00;
TAMBAK;;RR;195.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;WESTERN BICUTAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
EAST SERVICE RD;;I;300.00;
FTI  CPD;;I;300.00;
VETERANS CTR;;I;300.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;AGUHO;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
E QUIOGUE;;RR;180.00;
G DE BORJA;;RR;285.00;
P HERERRA;;RR;235.00;
T SULIT;;RR;205.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;MAGTANGGOL;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
D SALONGA ST;;RR;180.00;
F C CRUZ ST;;RR;240.00;
M ALMEDA ST;;RR;250.00;
S CASTILLO ST;;RR;180.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;MARTIRES DEL 96;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
G MANALO ST;;RR;205.00;
M ALMEDA ST;;RR;295.00;
MARTIRES DEL 96;;RR;205.00;
T SULIT ST;;RR;205.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;POBLACION;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
A MABINI ST;;RR;260.00;
B MORCILLA ST;;CR;370.00;
C ALMEDA ST;;RR;260.00;
G FLORES ST;;RR;250.00;
JP RIZAL ST;;RR;260.00;
LT F CRUZ;;RR;260.00;
P HERRERA ST;;RR;250.00;
P TANGCO ST;;RR;260.00;
S TUAZON ST;;RR;260.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SAN PEDRO;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
C ALMEDA ST;;RR;225.00;
F INSON ST;;RR;205.00;
P HERRERA ST;;RR;235.00;
S CASTILLO ST;;RR;205.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SAN ROQUE;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
E HERMOSA ST;;RR;180.00;
GREM VILLAGE;;RR;180.00;
M ALMEDA ST;;RR;255.00;
M ALMEDA ST;;CR;280.00;
M ALMEDA ST;;;;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTA ANA;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
AGRICL LAND;;A;47.00;
B MORCILLA EXT;;CR;345.00;
CAPT MUSNI ST;;RR;165.00;
GREEN VILLAGE;;RR;180.00;
J DE JESUS ST;;RR;165.00;
MASAGANA ST.;;RR;165.00;
P ROSALES ST;;RR;180.00;
POBLETE SUBD;;RR;165.00;
S P SANTOS SUBD;;RR;165.00;
S T SANTOS ST;;RR;180.00;
SANTA ANA BUKID;;RR;165.00;
TIBAY SUBD;TIBAY SUBD;RR;180.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTO ROSARIO K;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
AGRICL LAND;;A;47.00;
C LORENZO ST;;RR;205.00;
FC TUASON ST;;RR;205.00;
M LOZADA ST;;RR;205.00;
M R FLORES ST;;RR;205.00;
SANTANA SUBD;;RR;225.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTO ROSARIO S;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
AGRICL LAND;;A;47.00;
M ALMEDA ST;;RR;280.00;
M LOZADA ST;;RR;205.00;
SANTO ROSARIO SUBD;;RR;235.00;
TATCO SUBD;;RR;225.00;
TIBAY SUBD;;RR;180.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;TABACALERA;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;INITAL ZV.SQ.M.;
D SALONGA ST;;RR;180.00;
F C CRUZ ST;;RR;180.00;
F C TUAZON ST;;RR;180.00;
LT TIAMSIC ST;;RR;180.00;
S ALQUILLERA ST;;RR;180.00;
S CASTILLO ST;;RR;180.00;
SEXON ST;;RR;180.00;
SULUCAN ST;;RR;180.00;
